Genome	Architecture
hs	54236,_gap_,52540,52540,_gap_,57889,48350,_gap_
hs	49879,_gap_,50729
hs	_gap_,103657
hs	81321
hs	_gap_,47459,_gap_
hs	48264
hs	_gap_,53639,_gap_
hs	_gap_,57196,57196,57196,57196,57196,57196,_gap_
hs	49899,_gap_
hs	47473
hs	48371,_gap_
hs	_gap_,53187,_gap_
hs	54236,47031,50729,_gap_
hs	53649
hs	52087,48350
hs	49899,48726,49265,49265,_gap_,52799,52799
hs	50156,_gap_,50156,_gap_,50156,50044,52540,_gap_
hs	_gap_,109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667
hs	53474,49723
hs	_gap_,56801,_gap_
hs	64268,50044,50044,_gap_
hs	_gap_,55856,56524,81296
hs	_gap_,46785
hs	111126
hs	81321
hs	_gap_,56112
hs	49562,_gap_
hs	51556
hs	_gap_,47459,55785,_gap_,55785,_gap_
hs	52540
hs	54495,_gap_,57850,57850,57850
hs	_gap_,52799,52799
hs	_gap_,50044
hs	64268,56112,_gap_
hs	_gap_,52540
hs	_gap_,48350,_gap_,48371,48371,_gap_
hs	109640
hs	69500
hs	52047,52047
hs	_gap_,56112,_gap_
hs	_gap_,48726,48726,_gap_,56112,_gap_
hs	54928,_gap_
hs	54236,47031,50729,_gap_
hs	46689,_gap_,46689,_gap_
hs	_gap_,89837,89837,_gap_
hs	48452,48452
hs	48726,48726,_gap_,56112,_gap_
hs	69572
hs	52047,_gap_,69099
hs	54427,_gap_,54928
hs	_gap_,51126,_gap_
hs	_gap_,53300,_gap_
hs	48371,_gap_
hs	_gap_,57716,57716,_gap_,46689,_gap_
hs	103657,_gap_,50044
hs	_gap_,100895,57610,57610,47473
hs	_gap_,54236,90209,57850,57850,57850
hs	_gap_,52540,_gap_,90257,90257,_gap_,90257,_gap_,90257,_gap_,57997
hs	48726,48726,_gap_
hs	47592,90209,_gap_,57850
hs	_gap_,82671,50494
hs	50729,_gap_
hs	52058,48726,48726,48726,48726,_gap_,48113,_gap_,57603
hs	82185,82185,82185,_gap_
hs	52540
hs	51905
hs	_gap_,48371,_gap_
hs	47473
hs	_gap_,53448,50370
hs	57667,57667,_gap_,57667,57667,_gap_,57667,_gap_,57667
hs	109640,_gap_
hs	_gap_,64268,50729,56024,56024,56024,_gap_
hs	50729,_gap_,55550
hs	_gap_,52540,52540,52540,_gap_
hs	_gap_,56112
hs	47576,_gap_,46966,_gap_,46966,46966,_gap_,46966,_gap_,75399,_gap_,75399,_gap_,75399,_gap_,75399,75399,75399,75399,_gap_
hs	48371
hs	48371,48371,48371,_gap_
hs	_gap_,81296,_gap_,56204
hs	48464,89009,_gap_
hs	_gap_,55120,_gap_
hs	48726,48726,_gap_
hs	50729,_gap_
hs	_gap_,48239,48239,_gap_
hs	_gap_,57850,57850,57850,_gap_
hs	55961,_gap_,56784
hs	56645,47203,47203
hs	52540
hs	47986
hs	52540
hs	56574
hs	_gap_,50486
hs	_gap_,57196,57196,57196,57196,57196,_gap_
hs	48726,48726,48726,49265,_gap_,49265,49265,_gap_,49265,_gap_,49265,_gap_,52799,52799
hs	_gap_,47923,47923
hs	_gap_,48726,48726,49265,_gap_,49265,_gap_,49265,48726,48726,48726,48726,48726
hs	101912,103575,48726,_gap_
hs	_gap_,57716,48508
hs	_gap_,48065,50729,50044
hs	55811
hs	54495
hs	50998,51004,50978,50998,_gap_,50978
hs	_gap_,49562,51045,_gap_,51045,51045,56204
hs	50978
hs	56854
hs	_gap_,53697,_gap_
hs	_gap_,52833,48208,_gap_
hs	52518,52922
hs	_gap_,117892,_gap_
hs	48726,48726,48726,48726,48726,_gap_
hs	101478
hs	63712,90112
hs	_gap_,56024,56024
hs	_gap_,111469,_gap_
hs	54928,50891
hs	53474
hs	_gap_,55486,57552,_gap_
hs	52540,90002
hs	47113
hs	48726,48726
hs	_gap_,57603
hs	50814
hs	_gap_,47050
hs	57184,82895,_gap_
hs	_gap_,48225
hs	_gap_,52540,52540,52540,52540,_gap_
hs	_gap_,57196,57196,57184,57184,57184,_gap_
hs	_gap_,50978,_gap_,54768
hs	56994,_gap_
hs	109640,57667,_gap_,57667,57667,57667,57667
hs	55486,82895,_gap_,82895,_gap_,82895,82895,82895,49854,49854
hs	_gap_,63712,90112
hs	_gap_,81321,_gap_
hs	47473
hs	_gap_,81321,_gap_
hs	_gap_,90123,52540,90123,52540
hs	161111
hs	48403
hs	_gap_,52025,53187,47672
hs	_gap_,46689,_gap_,51905,54373,_gap_
hs	74650,51445,51011,_gap_
hs	_gap_,47473
hs	_gap_,50156,_gap_,48097,_gap_,48065,50729,_gap_
hs	_gap_,69118,_gap_
hs	_gap_,48576
hs	_gap_,57501
hs	50630
hs	_gap_,57667,57667,57667,57667,57667,57667,_gap_
hs	_gap_,54928,54928,_gap_
hs	52540,_gap_
hs	_gap_,52025,53187,47672
hs	57184,82895,_gap_
hs	52943
hs	48726,48726,49899
hs	48403,_gap_,52540,_gap_
hs	_gap_,54631,_gap_
hs	55811
hs	54695,_gap_,57667,57667,57667,57667,57667,_gap_
hs	_gap_,57850,49599
hs	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667
hs	57716,_gap_,48508
hs	54928,54928,_gap_,54928,_gap_
hs	51045,_gap_,50729,50729,_gap_
hs	53448
hs	_gap_,81324
hs	_gap_,68906,_gap_
hs	53474
hs	56112,48371,_gap_,50978,_gap_
hs	48403,_gap_
hs	_gap_,101690,53098,_gap_
hs	52374
hs	47370,47370,_gap_,47370,47370,47370,47370,_gap_,47095,_gap_
hs	_gap_,47769,_gap_
hs	_gap_,90250
hs	116907,_gap_
hs	52540
hs	_gap_,53300,69318,69179,69179,_gap_
hs	_gap_,47592,_gap_
hs	47576,_gap_,46966,46966,46966,46966,46966,46966,_gap_,46966,_gap_,46966,46966,46966,46966,46966,_gap_,46966,46966,_gap_,50729,_gap_
hs	52540,_gap_
hs	46458
hs	_gap_,57196,_gap_
hs	_gap_,48371
hs	56366,_gap_,49879
hs	_gap_,47923,47923,_gap_,47473,_gap_
hs	_gap_,53448
hs	_gap_,56645,47203,_gap_
hs	54236,47031,50729,_gap_,57850
hs	_gap_,57667,_gap_
hs	_gap_,101283
hs	_gap_,53300,_gap_
hs	_gap_,48371,_gap_
hs	_gap_,57586,57586,57586,_gap_
hs	_gap_,81653,_gap_,81660,56784,81665,_gap_
hs	52266,_gap_
hs	_gap_,57586,57586,_gap_,47986
hs	49313,49313,49313,49313,49313,49313,_gap_
hs	_gap_,52540
hs	_gap_,50044,47769,_gap_
hs	_gap_,64593,_gap_
hs	47576
hs	_gap_,57959
hs	56112,_gap_
hs	_gap_,141072,141072,_gap_
hs	117018,56091,50249,52113,_gap_,52113
hs	90123,52540
hs	52058,_gap_,52058,_gap_
hs	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667
hs	54928,_gap_,54928,54928
hs	52540
hs	_gap_,54928,54928,_gap_,54928,54928
hs	47113
hs	_gap_,55486,57552,_gap_
hs	50911,50911,50911,50911,50911,50911,50911,50911,50911,50911,50911,50911,50911,57440,50911,50911,_gap_
hs	_gap_,52833,_gap_,52833,_gap_
hs	_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667
hs	52768
hs	50494
hs	56112,_gap_
hs	_gap_,100895
hs	50156,103657,_gap_
hs	47473
hs	56436
hs	_gap_,57850,57850,57850,_gap_
hs	_gap_,52058,_gap_,50156,50156,_gap_,50156,50156,_gap_
hs	89890
hs	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667
hs	101478
hs	54695,_gap_,57667,57667,57667,_gap_
hs	_gap_,57903,_gap_,54160,54160,52540,52540,_gap_
hs	55961
hs	_gap_,57850
hs	_gap_,144000
hs	57889,_gap_,54236,_gap_
hs	54001,49758
hs	52540
hs	161111,_gap_
hs	_gap_,57850
hs	_gap_,50978,_gap_
hs	47576,_gap_,50156,_gap_
hs	54928,54928,_gap_,54928,_gap_
hs	101152
hs	53927
hs	_gap_,51730
hs	_gap_,55486,_gap_
hs	48403,48403,_gap_,48403,_gap_,47986,_gap_
hs	_gap_,50729,_gap_
hs	48371,_gap_,53187,_gap_
hs	48452
hs	_gap_,54928,_gap_,54928,_gap_
hs	_gap_,81653,_gap_,81660,56784,81665
hs	57850,57845,_gap_,49899
hs	_gap_,82109,82109,100909,_gap_,100909,48371,_gap_
hs	_gap_,102848,_gap_,54236,_gap_
hs	56801,_gap_
hs	48403
hs	_gap_,49899,_gap_,48371,_gap_,50729,81837,_gap_,50978
hs	_gap_,49854,49854,49785,49785,49899,_gap_
hs	_gap_,90229,63748,_gap_
hs	_gap_,56219,_gap_,48350
hs	_gap_,50978,_gap_
hs	_gap_,49879
hs	49899,57603,57603,_gap_,57196,57184,57196,_gap_,57603,_gap_
hs	_gap_,53092,55920
hs	_gap_,46785
hs	_gap_,100895,47473,57610,_gap_
hs	_gap_,48726,49265,48726
hs	103196
hs	63707
hs	_gap_,48403,_gap_,54695,_gap_
hs	50156,_gap_
hs	_gap_,63748,_gap_
hs	56712,_gap_
hs	_gap_,57716,_gap_,53098
hs	54452,_gap_
hs	81321
hs	54495
hs	_gap_,57667,_gap_,57667,57667
hs	140984
hs	_gap_,50729,50729,_gap_
hs	_gap_,57903,_gap_
hs	_gap_,54928,_gap_
hs	_gap_,50952
hs	_gap_,56112
hs	_gap_,74788
hs	_gap_,49313,49313,_gap_,49313,49313,49313,_gap_,49313,49313,49313,49313,49313,49313,49313,49313,49313,49313,49313,49313,49313,49313,49313,49313,49313,_gap_
hs	46785,_gap_,49879,_gap_
hs	_gap_,48403
hs	_gap_,47923,47923,_gap_,47473,_gap_
hs	57850,_gap_,90229,_gap_
hs	54236
hs	_gap_,160481,52540,52540,_gap_,47370,_gap_
hs	_gap_,81324,_gap_
hs	49899,_gap_
hs	_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667
hs	54695,_gap_,57667,57667,_gap_
hs	54534,54534,48452
hs	_gap_,54236,_gap_,55550
hs	_gap_,52540,52540
hs	47473,_gap_,47473,_gap_
hs	51905,54373
hs	47266
hs	56235,53697
hs	_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667
hs	47986,52540,_gap_,50978,50978
hs	_gap_,101447,56112
hs	_gap_,55811
hs	_gap_,81653,_gap_,81660,56784,81665
hs	63748,_gap_
hs	_gap_,56112,_gap_
hs	109640,_gap_,57667,57667,57667,57667,57667,57667,57667
hs	52540
hs	48403,_gap_
hs	_gap_,50985,_gap_,81296,_gap_,49785,_gap_,57850,_gap_
hs	_gap_,57196,57196,57196,57196,_gap_
hs	_gap_,57586,57586,_gap_,47986
hs	_gap_,52317,_gap_
hs	_gap_,56219,54928,_gap_
hs	_gap_,57184,_gap_,81321
hs	48726,48726,48726,48726,49265,49899
hs	_gap_,57667,57667,_gap_,57667
hs	_gap_,81321
hs	_gap_,52047
hs	48726,48726,48726,49265,_gap_,49265,_gap_,49265,_gap_,49265,49265,_gap_,52799,52799
hs	81321
hs	57501
hs	48464,_gap_
hs	57850,_gap_
hs	_gap_,48371,48371,_gap_
hs	53067,53067
hs	_gap_,52540,57997,75553,_gap_,57997,_gap_
hs	52540
hs	81321
hs	47576,_gap_,46966,_gap_,46966,46966,_gap_,46966,_gap_,46966,_gap_,46966,_gap_,46966,46966,46966,46966,_gap_,46966,_gap_,46966,_gap_,46966,_gap_,46966,_gap_,46966,46966,_gap_
hs	48726,_gap_
hs	48726,_gap_
hs	81321,_gap_
hs	_gap_,57850,_gap_,54001,143791,143791
hs	_gap_,56801,_gap_
hs	103657,48350,_gap_
hs	81321
hs	_gap_,103473
hs	_gap_,50729,_gap_
hs	_gap_,52540,_gap_
hs	54236,47031,50729,_gap_
hs	52540,52540,75553,_gap_
hs	55961
hs	_gap_,46689,_gap_,46689,_gap_
hs	_gap_,48403,_gap_,53067,53067
hs	81301,81631,_gap_
hs	52540,_gap_
hs	_gap_,55486,_gap_
hs	_gap_,50978
hs	_gap_,47454,_gap_
hs	_gap_,54928,_gap_
hs	_gap_,46774,_gap_
hs	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667
hs	48726,48726,_gap_
hs	_gap_,54928,54928,_gap_
hs	160350,_gap_
hs	_gap_,52540
hs	_gap_,47986
hs	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667
hs	58038,_gap_
hs	_gap_,56059
hs	_gap_,57903
hs	111352
hs	_gap_,81321,_gap_
hs	_gap_,100895,47473,57610,_gap_
hs	51735
hs	48403,_gap_,52540,_gap_
hs	_gap_,48726,48726,_gap_,56112
hs	_gap_,57667,_gap_,57667,_gap_
hs	_gap_,54791,54791,_gap_
hs	51045,_gap_,50729,50729,_gap_
hs	_gap_,54001,_gap_,49758,47473
hs	57850,57845,_gap_
hs	_gap_,81324,_gap_,81324,_gap_,81324,_gap_,81324,_gap_
hs	_gap_,103652,_gap_,103652
hs	50998,_gap_,50978
hs	_gap_,53720
hs	_gap_,56112,_gap_,47769
hs	81321,_gap_
hs	48371,_gap_,49348,55711
hs	_gap_,57903,_gap_
hs	_gap_,101912,103575,_gap_,82895,82895,_gap_,82895,82895,82895,_gap_
hs	_gap_,48371,_gap_
hs	48371,48371,48371,_gap_
hs	81321
hs	_gap_,46565,_gap_
hs	50729,_gap_,55550,56112
hs	_gap_,53187,_gap_
hs	81321
hs	50249,50249,_gap_
hs	52058
hs	_gap_,81321,_gap_
hs	53649,_gap_
hs	_gap_,90188,90188,53649,54060,_gap_
hs	_gap_,57903,_gap_,47370,_gap_,63748
hs	47576,_gap_,46966,_gap_,46966,46966,46966,_gap_,46966,_gap_,75399,_gap_,75399,_gap_,75399,_gap_,75399,75399,75399,75399,_gap_
hs	161111,_gap_
hs	57850,_gap_,52113,52113
hs	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667
hs	103657,50729,57863,48403,_gap_,50044
hs	_gap_,50978
hs	101288,_gap_,50156,50156,_gap_,50156,50044,52540
hs	_gap_,81653,_gap_,81660,56784,81665,_gap_
hs	_gap_,46689,_gap_
hs	48403,158235
hs	_gap_,48726,_gap_,48726,48726,48726,48726,49265,_gap_,48726,49265,48726
hs	49265,49265,_gap_
hs	57535,57535,57535,57535,_gap_
hs	_gap_,53822,_gap_
hs	56281,_gap_
hs	_gap_,53335,_gap_,90229
hs	53335
hs	52058,48726,48726,_gap_,56112
hs	_gap_,52047
hs	57667,_gap_,57959,_gap_
hs	161070
hs	48726,48726,48726
hs	_gap_,49417,47719,_gap_
hs	47454,57959,_gap_
hs	_gap_,49562,49562,49562,_gap_
hs	_gap_,51905,54373,_gap_
hs	51445,_gap_
hs	48726,48726,48726,_gap_
hs	_gap_,56112,_gap_
hs	57535,_gap_,50494
hs	_gap_,82895,82895,82895,82895,82895,82895,_gap_
hs	109640,_gap_,57667,57667,57667,57667,57667,57667,57667
hs	_gap_,52833
hs	_gap_,58113,58113
hs	_gap_,49854,49854,49785,49785,49899,_gap_
hs	51445,_gap_,55729
hs	47459,_gap_,55785,_gap_,55785,_gap_
hs	103473
hs	55729
hs	81321
hs	56747,_gap_
hs	_gap_,102712,_gap_
hs	54427,_gap_,54928,_gap_
hs	103473
hs	101494
hs	_gap_,57603,57603,57603,57603,57603,57603,57440,57440,57603,57603,57603,49265,_gap_,49265,_gap_,49265,49265,49265,_gap_,49265,_gap_,49265,_gap_,49265,49265,57603,57603,57603,_gap_
hs	_gap_,55073,_gap_,55073
hs	_gap_,63737,55486,_gap_
hs	_gap_,101912,103575,_gap_
hs	_gap_,46689,_gap_
hs	_gap_,46785,_gap_
hs	47769,_gap_
hs	_gap_,102114
hs	_gap_,141072,141072,_gap_
hs	_gap_,57850
hs	49562,51045,_gap_,51045,_gap_,51045,51045,56204
hs	49899
hs	54695,_gap_,57667,57667,_gap_
hs	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667
hs	56491,89811,_gap_,57362,109843,_gap_
hs	57716,_gap_,118310
hs	52540,_gap_,54695,54695,_gap_
hs	53383
hs	_gap_,47954,47954
hs	55486,49854,49854,57196,49854,57196,49854,49854
hs	_gap_,50729,_gap_
hs	56112
hs	53098,_gap_
hs	103657,_gap_,50044
hs	54975
hs	57997,57997
hs	_gap_,54236,_gap_
hs	57903,51197,_gap_
hs	_gap_,81321,_gap_
hs	46785,_gap_
hs	_gap_,63451,_gap_,48403,_gap_
hs	_gap_,52540,_gap_
hs	_gap_,50249
hs	54236,_gap_,46934,_gap_,101238,46934
hs	47576,_gap_,46966,_gap_,46966,46966,_gap_,46966,_gap_,46966,_gap_,46966,_gap_,46966,46966,46966,46966,_gap_,46966,_gap_,46966,46966,46966,46966,46966,_gap_,46966,46966,_gap_
hs	_gap_,103481,_gap_
hs	_gap_,47661,_gap_
hs	_gap_,47473
hs	50494
hs	144000
hs	_gap_,55804,_gap_
hs	55753
hs	46966,46966,46966,46966,46966,46966,51045,47473,47473,57850,_gap_
hs	47113
hs	101912,103575,_gap_
hs	_gap_,57667,57667,57667,57667,57667,57667,57667,57667
hs	_gap_,89837,89837,_gap_
hs	56112,48403,52540,_gap_,47986
hs	_gap_,54695,_gap_
hs	_gap_,57716,_gap_,48508
hs	81321
hs	56300
hs	81321
hs	_gap_,46689,_gap_
hs	57716,_gap_
hs	_gap_,47095,_gap_
hs	_gap_,109604,_gap_
hs	52075
hs	49785,49899,49899,57196,56496,49899,49899
hs	_gap_,82927,_gap_
hs	50978,47769,57850
hs	_gap_,57667,57667,57667,57667
hs	_gap_,47353,109640
hs	_gap_,53335
hs	54928
hs	81321,_gap_
hs	46966,_gap_,46966,46966,_gap_,46966,_gap_,46966,46966,50044,46966,_gap_,46966,_gap_,46966,46966,46966,46966,46966,46966,46966,47473
hs	_gap_,50044,_gap_,49265,_gap_,50044,50044
hs	_gap_,53300,69318,69179,69179,_gap_
hs	57535,57535,57535,57535,_gap_
hs	56574
hs	49785,57184,_gap_,49265,_gap_,56112,47769
hs	48726,48726,_gap_
hs	_gap_,47095,_gap_,57903,_gap_,54160,54160,52540,52540,_gap_
hs	50630
hs	_gap_,51735
hs	_gap_,53383,_gap_
hs	_gap_,103652,_gap_,103652
hs	_gap_,57716,57716
hs	_gap_,52540,52540
hs	_gap_,50044,55550,56112
hs	_gap_,52540,52540,52540,_gap_
hs	52540,_gap_
hs	53448,_gap_
hs	_gap_,50978
hs	_gap_,90188,90188,53649,_gap_
hs	50978,50978,_gap_,50978
hs	56300
hs	_gap_,47050
hs	_gap_,81324,_gap_,81324,_gap_,81324,_gap_,81324,_gap_
hs	_gap_,48371,48350,_gap_,48371,_gap_
hs	50104,_gap_
hs	57997
hs	_gap_,51735
hs	48726,48726,48726,_gap_
hs	109640,_gap_,57667,57667,57667,57667,57667,57667
hs	82199
hs	103657,_gap_
hs	_gap_,56112
hs	_gap_,50044
hs	_gap_,48350,_gap_
hs	_gap_,81321,_gap_
hs	90188,_gap_,57535
hs	49562,_gap_,49562,49562,_gap_,49562,49562,_gap_,49562,_gap_,49562,_gap_
hs	50729
hs	50978,_gap_
hs	_gap_,81324,_gap_,81324,_gap_,81324,_gap_,81324,_gap_
hs	_gap_,54928,54928,_gap_
hs	_gap_,48371,_gap_,48371,_gap_
hs	49313,49313,49313,_gap_
hs	57850,_gap_,54001,143791,143791
hs	49417
hs	52096
hs	_gap_,56059,_gap_,53254,_gap_
hs	53822
hs	52540,47473,52540
hs	_gap_,54928,54928,_gap_,54928,_gap_
hs	48452,48452,48452,48452,_gap_
hs	_gap_,56112
hs	_gap_,53822,_gap_
hs	48726,48726
hs	_gap_,50978
hs	52540,48340
hs	_gap_,52833,_gap_
hs	49899,_gap_
hs	48726,48726,48726,_gap_
hs	_gap_,57850
hs	53098,54928,_gap_,54928,_gap_
hs	_gap_,51556
hs	_gap_,90123,52540,90123,52540
hs	47459,_gap_
hs	52833,_gap_
hs	_gap_,52540
hs	_gap_,109640
hs	_gap_,53300,_gap_
hs	49785,57184,49265,_gap_,56112,47769
hs	81321
hs	55257,_gap_
hs	48371
hs	55781,55781,109604
hs	_gap_,81321
hs	_gap_,50729,_gap_,50729,_gap_
hs	50405,_gap_
hs	_gap_,57850,_gap_,57845,_gap_,57903,47370,_gap_
hs	48092,47655,49417,55550,_gap_
hs	_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667
hs	52047
hs	48403,_gap_
hs	_gap_,47986,47986,52129
hs	_gap_,48726,48726,48726,_gap_,56112,_gap_
hs	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,_gap_
hs	_gap_,54768,_gap_
hs	_gap_,81324,81327,_gap_
hs	_gap_,56300
hs	_gap_,57667,_gap_,57667,57667
hs	53300,53300,53300,53300,53300,53300,53300,_gap_,53300,53300,_gap_
hs	56235
hs	_gap_,48065,50729,_gap_
hs	_gap_,81324,_gap_,51206,_gap_
hs	_gap_,48726,57196,_gap_
hs	109640,_gap_,57667,57667,57667,57667,57667,57667,57667
hs	_gap_,52768,_gap_
hs	50249,50249,50249,50249,50249
hs	_gap_,48350,_gap_
hs	101912,103575,_gap_,81296,81296,81296,_gap_,48350
hs	47576,_gap_,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296
hs	_gap_,52799
hs	_gap_,49842
hs	_gap_,111347,_gap_,50156,_gap_
hs	81321
hs	55770
hs	51905,47576,_gap_,57716,57716,_gap_
hs	51045,_gap_,50729,_gap_
hs	57667,57667,_gap_
hs	48201
hs	_gap_,81324,_gap_,81324,_gap_,81324,_gap_,81324,_gap_
hs	_gap_,47459,55785,_gap_,55785,88633
hs	54928,_gap_,54928,_gap_
hs	47391,_gap_,51206,51206
hs	_gap_,57716,48508
hs	_gap_,57196,57196,_gap_,81321
hs	_gap_,48403,48403,_gap_,48403,_gap_,54791,_gap_
hs	54236,47031,50729,_gap_
hs	48452
hs	50978
hs	48264
hs	_gap_,46785,_gap_
hs	81321
hs	52540
hs	_gap_,55785,_gap_,56112
hs	_gap_,52374
hs	109640,_gap_,57667,57667,57667,57667
hs	_gap_,55804,_gap_
hs	_gap_,52025,53187,47672
hs	52058,48726,48726,_gap_,56112
hs	_gap_,63763,57903,47370
hs	47459,_gap_
hs	54236
hs	48726,48726,_gap_
hs	46934,_gap_
hs	_gap_,53448
hs	_gap_,55804,_gap_
hs	81321
hs	_gap_,90229,_gap_,52540,_gap_
hs	_gap_,48371
hs	_gap_,57667,57667,57667,57667,57667,_gap_
hs	109640,_gap_
hs	_gap_,52833,_gap_,69000,_gap_
hs	54695,_gap_,57667,57667,57667,_gap_
hs	56112,54427
hs	52540,_gap_
hs	_gap_,57903,_gap_,47370
hs	_gap_,51556,_gap_
hs	_gap_,46785,_gap_
hs	_gap_,46689,_gap_
hs	54695,_gap_,57667
hs	47113
hs	_gap_,53474,_gap_
hs	_gap_,47576,_gap_
hs	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667
hs	48452,48452,81901,81901,48452,48452,48452
hs	_gap_,52091
hs	_gap_,81321,_gap_
hs	_gap_,53756
hs	63501,_gap_
hs	_gap_,52440,56059,_gap_
hs	_gap_,50156,_gap_,50156,50156,_gap_
hs	54506
hs	48726,48726,48726,_gap_
hs	48726,_gap_
hs	_gap_,56112,_gap_
hs	50978
hs	_gap_,50104
hs	50494
hs	_gap_,116878,52540,_gap_
hs	48452,48452,48452
hs	51905,47576,_gap_,57716,57716,_gap_
hs	_gap_,74924,74924,_gap_
hs	_gap_,51445
hs	_gap_,54117
hs	53187,_gap_
hs	_gap_,47576,_gap_,50346
hs	_gap_,82199,_gap_,57667,57667,57667,57667,_gap_
hs	53474,49723
hs	_gap_,53098,56672
hs	53067,53067,_gap_
hs	_gap_,90123,52540
hs	_gap_,48403
hs	_gap_,47459,_gap_
hs	56112,_gap_
hs	_gap_,81321
hs	49265,53300,_gap_,49265,49265,49265,49899,_gap_
hs	51395,54768
hs	49879,_gap_
hs	50692,54585,52540,52540
hs	_gap_,82708,_gap_
hs	_gap_,48726,_gap_,48726,_gap_,48726,48726,48726,_gap_
hs	56491,89811,_gap_,57362,109843,_gap_
hs	47769,_gap_,48350,55961
hs	_gap_,109604,_gap_
hs	81321,_gap_
hs	52467
hs	_gap_,50978,_gap_
hs	57850,_gap_
hs	_gap_,82171,53474,53474
hs	54928
hs	52283,_gap_,51735,55347
hs	116907,_gap_
hs	48576
hs	_gap_,48403,_gap_
hs	48403,_gap_
hs	48403
hs	_gap_,47353,_gap_,57667,57667,57667
hs	140984
hs	47473
hs	_gap_,64356
hs	48726,48726
hs	_gap_,57302,_gap_,56112
hs	_gap_,56112,_gap_,47769
hs	48403,_gap_
hs	48371,_gap_,49348,55711
hs	48264
hs	_gap_,57667,_gap_
hs	54695,_gap_,117281
hs	_gap_,49265,49265,_gap_,49265,_gap_
hs	_gap_,57667,_gap_,57667,_gap_,57667,57667,_gap_,57667,57667,57667,57667,57667,_gap_,57667,57667,_gap_
hs	51445
hs	_gap_,52540,52540
hs	_gap_,56436
hs	52788
hs	_gap_,109604,_gap_
hs	54452,_gap_
hs	_gap_,48403,_gap_,50044,50156,_gap_,47769
hs	48726,48726,_gap_
hs	69572
hs	48726,48726,_gap_,49265,_gap_,56112
hs	_gap_,81324,_gap_,81324,_gap_,81324,_gap_,81324,_gap_
hs	53223,51735
hs	48592,54849,52029,_gap_
hs	57850,_gap_,50044,50044,_gap_,50044,_gap_
hs	_gap_,81324,_gap_
hs	_gap_,52047,52047
hs	50729,_gap_
hs	48371,_gap_
hs	_gap_,55486,_gap_
hs	_gap_,81653,_gap_,81660,56784,81665
hs	_gap_,81653,_gap_,81660,56784,81665
hs	_gap_,56436
hs	_gap_,49562,49562
hs	49562,_gap_,51045,51045,51045,51045,56204
hs	_gap_,56487,56487,56487,56487,56487,56487,56487,56487,56487,_gap_
hs	48403
hs	_gap_,46785,_gap_
hs	_gap_,57716,48508
hs	48726,48726,_gap_,48726,48726,48726,48726,_gap_,48726,48726,49265,56112,48726
hs	_gap_,82215,_gap_
hs	_gap_,52283,51735
hs	_gap_,56112,_gap_,47769
hs	_gap_,50044
hs	_gap_,50104,_gap_
hs	47113
hs	_gap_,54236,_gap_,49562,48371,56112
hs	_gap_,57667,57667,_gap_,57667
hs	_gap_,57716,_gap_
hs	_gap_,90123,52540,90123,52540
hs	48726,48726,48726,48726,48726,_gap_
hs	54843,_gap_
hs	53448
